1,sex,1.0549,0.0
1,race,0.5693,0.0
2,sex,1.4608,0.0
2,race,0.9038,0.0
3,sex,1.6535,0.0
3,race,1.1776,0.0
4,sex,1.7991,0.0
4,race,1.4387,0.0
5,sex,1.9813,0.0
5,race,1.6313,0.0
6,sex,2.2123,0.0
6,race,1.5331,0.0
7,sex,2.3724,0.0
7,race,1.6313,0.0
8,sex,2.5589,0.0
8,race,1.5471,0.0
9,sex,2.6537,0.0
9,race,1.5142,0.0
10,sex,2.761,0.0
10,race,1.4604,0.0
